"unique_trial","filename","tmin","tmax","label","label_error","RepNo","normtime","acttimenorm","Intensity","speaker","trial","condition","typicality","target_name","target_colour","competitor_name","competitor_colour","distractor1_name","distractor1_colour","distractor2_name","distractor2_colour","object_en","colour_en","typ_mean","typ_sd","typ_median","max_intensity"
"AL_12","AL",448.949757079903,452.024590481478,"NF","",12,0.226385277055411,449.381550048077,66.8229465854234,"AL",12,"AF",NA,"Trauben","orange","Trauben","gelb","Socken","braun","Socken","rot","grapes","orange",5.87128712871287,14.3740483972586,0,66.8229465854234
"AL_13","AL",463.37807438128,466.178265084015,"NF","",13,0.206581316263253,463.709683282264,69.3965132839441,"AL",13,"NF","atypical","Paprika","braun","Sonnenbrille","braun","Bueroklammer","gelb","Socken","rot","pepper","brown",7.77227722772277,16.4407306334717,0,69.3965132839441
"AL_16","AL",507.366571132985,510.862916102311,"NF","",16,0.221344268853771,507.837972715166,72.2709423018008,"AL",16,"ANF",NA,"Mandarine","orange","Zitrone","gelb","Bueroklammer","gruen","Aubergine","gruen","mandarine","orange",98.7029702970297,4.73190142428061,100,72.2709423018008
"AL_18","AL",538.035381983698,540.342927062621,"NF","",18,0.19127825565113,538.269413861076,69.4605247629426,"AL",18,"AF",NA,"Sonnenbrille","braun","Sonnenbrille","gruen","Bueroklammer","orange","Socken","gelb","suglasses","brown",52.039603960396,24.2032728332675,57,69.4605247629426
"AL_23","AL",607.732604046083,610.885065630826,"NF","",23,0.682776555311062,609.773915938424,69.0470425090251,"AL",23,"AF",NA,"Waescheklammer","orange","Waescheklammer","gelb","Sonnenbrille","braun","Aubergine","gruen","clothes.peg","orange",65.5544554455445,25.6999903686849,67,69.0470425090251
"AL_24","AL",622.350806181309,625.72424315957,"NF","",24,0.231966393278656,622.84545097128,67.8970239165247,"AL",24,"NF","atypical","Kirsche","gelb","Sonnenbrille","gelb","Birne","rot","Socken","orange","cherry","yellow",1.38613861386139,3.98489723086983,0,67.8970239165247
"AL_27","AL",678.597068214626,681.588388833253,"NF","",27,0.239707941588318,679.061414043802,68.2384405558435,"AL",27,"NF","medium","Tomate","gruen","Socken","gruen","Aubergine","gelb","Sonnenbrille","braun","tomato","green",25.990099009901,28.5105226362145,18,68.2384405558435
"AL_29","AL",706.58627153334,709.729548319941,"NF","",29,0.224584916983397,707.021388063912,67.8867456212061,"AL",29,"NF","medium","Banane","braun","Bueroklammer","braun","Socken","rot","Avokado","rot","banana","brown",27.6435643564356,28.3332257811975,22,67.8867456212061
"AL_3","AL",316.8549669485,320.580173055397,"NF","",3,0.571334266853371,318.805875047691,68.8581990140125,"AL",3,"ANF",NA,"Erbsen","gelb","Bohnen","gruen","Socken","braun","Socken","rot","peas","yellow",34.5742574257426,33.0633774846592,27,68.8581990140125
"AL_31","AL",734.311463487518,737.322444380583,"NF","",31,0.285977195439088,734.933656578644,70.1082035534815,"AL",31,"NF","atypical","Trauben","orange","Bueroklammer","orange","Zucchini","rot","Birne","rot","grapes","orange",5.87128712871287,14.3740483972586,0,70.1082035534815
"AL_33","AL",763.205980696027,766.378978031276,"NF","",33,0.283636727345469,763.853401636606,68.7723503493191,"AL",33,"NF","typical","Bohnen","gruen","Sonnenbrille","gruen","Bueroklammer","orange","Socken","braun","beans","green",96.8118811881188,7.0650022948151,100,68.7723503493191
"AL_36","AL",824.081010005202,827.170990369347,"NF","",36,0.269053810762152,824.661424400467,69.595487814807,"AL",36,"NF","medium","Erbsen","gelb","Waescheklammer","gelb","Aubergine","gruen","Bueroklammer","orange","peas","yellow",34.5742574257426,33.0633774846592,27,69.595487814807
"AL_38","AL",851.54823354338,854.505677985043,"NF","",38,0.190558111622324,851.845811969897,68.4170320564409,"AL",38,"ANF",NA,"Erbsen","gelb","Bohnen","gruen","Socken","braun","Socken","rot","peas","yellow",34.5742574257426,33.0633774846592,27,68.4170320564409
"AL_42","AL",908.316786591278,911.22216334911,"NF","",42,0.566113222644529,909.821491617489,71.0624755117248,"AL",42,"AF",NA,"Moehre","gruen","Moehre","orange","Socken","rot","Socken","braun","carrots","green",3.99009900990099,13.9165333682674,0,71.0624755117248
"AL_45","AL",949.449744428962,952.15513394662,"NF","",45,0.231786357271454,949.845892683998,69.5833454166751,"AL",45,"NF","typical","Mandarine","orange","Socken","orange","Sonnenbrille","braun","Aubergine","gelb","mandarine","orange",98.7029702970297,4.73190142428061,100,69.5833454166751
"AL_46","AL",962.788364208168,965.58108543189,"NF","",46,0.231966393278656,963.197859038532,68.837928838893,"AL",46,"ANF",NA,"Walnuss","braun","Erdbeere","rot","Aubergine","gruen","Aubergine","gelb","walnut","brown",97.4554455445545,11.250355329922,100,68.837928838893
"AL_49","AL",1005.25179750272,1008.13054874041,"NF","",49,0.218103620724145,1005.62956521865,70.7445170860633,"AL",49,"NF","typical","Zitrone","gelb","Socken","gelb","Avokado","rot","Bueroklammer","gruen","lemon","yellow",99.6039603960396,2.37940836310538,100,70.7445170860633
"AL_5","AL",348.447739348171,351.276434607995,"NF","",5,0.239347869573915,348.885708968316,69.6949250830269,"AL",5,"ANF",NA,"Zitrone","gelb","Tomate","gruen","Bueroklammer","orange","Avokado","rot","lemon","yellow",99.6039603960396,2.37940836310538,100,69.6949250830269
"AL_51","AL",1033.99188993913,1036.44380450504,"NF","",51,0.240068013602721,1034.37348416443,67.913039765519,"AL",51,"ANF",NA,"Mandarine","orange","Zitrone","gelb","Bueroklammer","gruen","Aubergine","gruen","mandarine","orange",98.7029702970297,4.73190142428061,100,67.913039765519
"AL_56","AL",1102.10508282883,1104.58764632681,"NF","",56,0.206041208241648,1102.39758730978,68.2918602302686,"AL",56,"AF",NA,"Sonnenbrille","gelb","Sonnenbrille","rot","Aubergine","gruen","Bueroklammer","orange","suglasses","yellow",53.7524752475247,23.2113790803537,56,68.2918602302686
"AL_57","AL",1116.04263475725,1118.91346245514,"NF","",57,0.281476295259052,1116.62150939607,68.3650402977217,"AL",57,"ANF",NA,"Erdbeere","rot","Kartoffeln","orange","Aubergine","gelb","Socken","gelb","strawberry","red",99.3564356435644,2.71508437591115,100,68.3650402977217
"AL_59","AL",1144.02513987868,1147.10102669785,"NF","",59,0.319103820764153,1144.77396049459,71.4064238154549,"AL",59,"NF","atypical","Kirsche","gelb","Sonnenbrille","gelb","Birne","rot","Socken","orange","cherry","yellow",1.38613861386139,3.98489723086983,0,71.4064238154549
"AL_61","AL",1171.77647429167,1174.9890671917,"NF","",61,0.249429885977195,1172.3098713925,67.6999468687342,"AL",61,"AF",NA,"Gurke","rot","Gurke","braun","Bueroklammer","gruen","Bueroklammer","gelb","cucumber","red",0.831683168316832,3.4498385670367,0,67.6999468687342
"AL_63","AL",1199.09499697032,1202.23923682992,"NF","",63,0.385897179435887,1200.0938073118,67.4858283144165,"AL",63,"ANF",NA,"Aprikose","rot","Walnuss","braun","Socken","orange","Waescheklammer","gruen","apricot","red",33.1485148514851,32.654061351879,25,67.4858283144165
"AL_65","AL",1224.43079926807,1227.00280300841,"NF","",65,0.399039807961592,1225.28538982872,68.4297787488257,"AL",65,"AF",NA,"Socken","gruen","Socken","orange","Bueroklammer","gelb","Avokado","rot","socks","green",58.5049504950495,27.1958172380887,63,68.4297787488257
"AL_67","AL",1253.79664950418,1256.22821030023,"NF","",67,0.69249849969994,1255.39742297483,70.0789331724432,"AL",67,"AF",NA,"Paprika","braun","Paprika","rot","Aubergine","gelb","Bueroklammer","gruen","pepper","brown",7.77227722772277,16.4407306334717,0,70.0789331724432
"AL_9","AL",406.569575016094,409.555893355155,"NF","",9,0.670174034806961,408.461487434539,69.8483699818958,"AL",9,"AF",NA,"Kirsche","gelb","Kirsche","gruen","Avokado","rot","Sonnenbrille","braun","cherry","yellow",1.38613861386139,3.98489723086983,0,69.8483699818958
"AS_1","AS",142.591497327471,146.554445524151,"NF","",1,0.201540308061612,143.038607306052,72.4125176581428,"AS",1,"NF","medium","Aprikose","rot","Bueroklammer","rot","Sonnenbrille","orange","Socken","braun","apricot","red",33.1485148514851,32.654061351879,25,72.4125176581428
"AS_11","AS",338.644906331,342.791100940922,"NF","",11,0.40246049209842,340.038306399947,73.9132160562782,"AS",11,"NF","medium","Kartoffeln","orange","Bueroklammer","orange","Socken","braun","Birne","rot","potatoes","orange",38.8514851485149,33.053709667332,31,73.9132160562782
"AS_14","AS",396.428810644302,399.863367488448,"NF","",14,0.404260852170434,397.58992308011,73.8847427178429,"AS",14,"NF","typical","Bohnen","gruen","Sonnenbrille","gruen","Avokado","gelb","Waescheklammer","orange","beans","green",96.8118811881188,7.0650022948151,100,73.8847427178429
"AS_15","AS",416.206359490203,420.235857568195,"NF","",15,0.37869573914783,417.454141651581,73.3904793632084,"AS",15,"NF","typical","Mandarine","orange","Socken","orange","Waescheklammer","gelb","Aubergine","gelb","mandarine","orange",98.7029702970297,4.73190142428061,100,73.3904793632084
"AS_17","AS",454.701790268073,458.079054241246,"NF","",17,0.398499699939988,455.821915026529,73.6545107971587,"AS",17,"NF","medium","Tomate","gruen","Bueroklammer","gruen","Waescheklammer","orange","Avokado","gelb","tomato","green",25.990099009901,28.5105226362145,18,73.6545107971587
"AS_19","AS",491.547525962272,494.94800862526,"NF","",19,0.735887177435487,493.950107431701,73.9550373880239,"AS",19,"NF","atypical","Gurke","rot","Waescheklammer","rot","Aubergine","gelb","Bueroklammer","gruen","cucumber","red",0.831683168316832,3.4498385670367,0,73.9550373880239
"AS_21","AS",528.512912297039,532.122363168368,"NF","",21,0.388597719543909,529.670333730674,73.9173263933054,"AS",21,"NF","atypical","Trauben","orange","Waescheklammer","orange","Avokado","gruen","Socken","gelb","grapes","orange",5.87128712871287,14.3740483972586,0,73.9173263933054
"AS_24","AS",582.971840747985,586.429314740521,"NF","",24,0.417223444688938,584.190498314468,74.3357101987808,"AS",24,"NF","medium","Erbsen","gelb","Socken","gelb","Bueroklammer","rot","Bueroklammer","orange","peas","yellow",34.5742574257426,33.0633774846592,27,74.3357101987808
"AS_25","AS",601.352142935622,605.069244096096,"NF","",25,0.413262652530506,602.64595290146,74.4923152928752,"AS",25,"NF","typical","Walnuss","braun","Waescheklammer","braun","Socken","gelb","Aubergine","gruen","walnut","brown",97.4554455445545,11.250355329922,100,74.4923152928752
"AS_27","AS",637.901034089791,641.46706299575,"NF","",27,0.433426685337067,639.222155420824,73.5285843575933,"AS",27,"NF","atypical","Kirsche","gelb","Waescheklammer","gelb","Bueroklammer","gruen","Birne","gruen","cherry","yellow",1.38613861386139,3.98489723086983,0,73.5285843575933
"AS_29","AS",673.72373603561,677.470689797275,"NF","",29,0.23502700540108,674.285891530959,73.3861309664208,"AS",29,"NF","atypical","Moehre","gruen","Socken","gruen","Birne","rot","Waescheklammer","gelb","carrots","green",3.99009900990099,13.9165333682674,0,73.3861309664208
"AS_3","AS",182.856213680751,186.42405185168,"NF","",3,0.157971594318864,183.086028421907,73.6899393429073,"AS",3,"NF","typical","Erdbeere","rot","Socken","rot","Bueroklammer","orange","Sonnenbrille","orange","strawberry","red",99.3564356435644,2.71508437591115,100,73.6899393429073
"AS_31","AS",709.871789222971,713.59160425628,"NF","",31,0.413262652530506,711.166543805479,73.4219158237549,"AS",31,"NF","atypical","Paprika","braun","Sonnenbrille","braun","Aubergine","gruen","Socken","orange","pepper","brown",7.77227722772277,16.4407306334717,0,73.4219158237549
"AS_36","AS",802.520117807863,806.021315307194,"NF","",36,0.173634726945389,802.806573054358,74.1085208111294,"AS",36,"NF","medium","Aprikose","rot","Bueroklammer","rot","Sonnenbrille","orange","Socken","braun","apricot","red",33.1485148514851,32.654061351879,25,74.1085208111294
"AS_38","AS",838.543984082957,841.958036110124,"NF","",38,0.420104020804161,839.758263839769,73.5954618939664,"AS",38,"NF","typical","Erdbeere","rot","Socken","rot","Bueroklammer","orange","Sonnenbrille","orange","strawberry","red",99.3564356435644,2.71508437591115,100,73.5954618939664
"AS_42","AS",911.73454668105,915.287006222832,"NF","",42,0.462772554510902,913.166474261904,74.3010634165107,"AS",42,"NF","typical","Zitrone","gelb","Sonnenbrille","gelb","Socken","orange","Bueroklammer","rot","lemon","yellow",99.6039603960396,2.37940836310538,100,74.3010634165107
"AS_44","AS",947.788906888182,951.60340592931,"NF","",44,0.206041208241648,948.238344762802,74.1697500827176,"AS",44,"NF","medium","Banane","braun","Bueroklammer","braun","Birne","gruen","Avokado","gruen","banana","brown",27.6435643564356,28.3332257811975,22,74.1697500827176
"AS_46","AS",984.675398830233,988.474820800052,"NF","",46,0.178315663132627,985.006014664774,74.4217329073125,"AS",46,"NF","medium","Kartoffeln","orange","Bueroklammer","orange","Socken","braun","Birne","rot","potatoes","orange",38.8514851485149,33.053709667332,31,74.4217329073125
"AS_49","AS",1040.75502809354,1044.14646451375,"NF","",49,0.19001800360072,1041.09423957786,73.6808195709698,"AS",49,"NF","typical","Bohnen","gruen","Sonnenbrille","gruen","Avokado","gelb","Waescheklammer","orange","beans","green",96.8118811881188,7.0650022948151,100,73.6808195709698
"AS_50","AS",1058.48252929152,1062.13721137678,"NF","",50,0.179755951190238,1058.8063988982,73.9139028828214,"AS",50,"NF","typical","Mandarine","orange","Socken","orange","Waescheklammer","gelb","Aubergine","gelb","mandarine","orange",98.7029702970297,4.73190142428061,100,73.9139028828214
"AS_52","AS",1093.70001335429,1096.76849890706,"NF","",52,0.408041608321664,1094.75025915961,75.3085410223841,"AS",52,"NF","medium","Tomate","gruen","Bueroklammer","gruen","Waescheklammer","orange","Avokado","gelb","tomato","green",25.990099009901,28.5105226362145,18,75.3085410223841
"AS_54","AS",1129.62240496083,1132.95262847152,"NF","",54,0.430726145229046,1130.84617383243,73.8476765978621,"AS",54,"NF","atypical","Gurke","rot","Waescheklammer","rot","Aubergine","gelb","Bueroklammer","gruen","cucumber","red",0.831683168316832,3.4498385670367,0,73.8476765978621
"AS_56","AS",1166.37165935595,1169.93648209621,"NF","",56,0.215763152630526,1166.83018726593,73.705131971363,"AS",56,"NF","atypical","Trauben","orange","Waescheklammer","orange","Avokado","gruen","Socken","gelb","grapes","orange",5.87128712871287,14.3740483972586,0,73.705131971363
"AS_59","AS",1220.17752261868,1223.60725479526,"NF","",59,0.216663332666533,1220.62210482521,74.2834941870071,"AS",59,"NF","medium","Erbsen","gelb","Socken","gelb","Bueroklammer","rot","Bueroklammer","orange","peas","yellow",34.5742574257426,33.0633774846592,27,74.2834941870071
"AS_60","AS",1238.70331254013,1242.00036648937,"NF","",60,0.206761352270454,1239.09442136027,74.1431379372321,"AS",60,"NF","typical","Walnuss","braun","Waescheklammer","braun","Socken","gelb","Aubergine","gruen","walnut","brown",97.4554455445545,11.250355329922,100,74.1431379372321
"AS_62","AS",1274.22809177945,1277.37919967304,"NF","",62,0.1874974994999,1274.5344407365,75.9395978638384,"AS",62,"NF","atypical","Kirsche","gelb","Waescheklammer","gelb","Bueroklammer","gruen","Birne","gruen","cherry","yellow",1.38613861386139,3.98489723086983,0,75.9395978638384
"AS_64","AS",1308.77867469242,1312.02265734497,"NF","",64,0.436127225445089,1309.99022012397,74.7396685025287,"AS",64,"NF","atypical","Moehre","gruen","Socken","gruen","Birne","rot","Waescheklammer","gelb","carrots","green",3.99009900990099,13.9165333682674,0,74.7396685025287
"AS_66","AS",1343.37498330797,1346.86442068066,"NF","",66,0.194698939787958,1343.74214555203,74.3530264519658,"AS",66,"NF","atypical","Paprika","braun","Sonnenbrille","braun","Aubergine","gruen","Socken","orange","pepper","brown",7.77227722772277,16.4407306334717,0,74.3530264519658
"AS_7","AS",261.41798824537,265.025154182899,"NF","",7,0.192898579715943,261.790322236921,74.0463665389704,"AS",7,"NF","typical","Zitrone","gelb","Sonnenbrille","gelb","Socken","orange","Bueroklammer","rot","lemon","yellow",99.6039603960396,2.37940836310538,100,74.0463665389704
"AS_9","AS",300.738559162624,304.319363598466,"NF","",9,0.203520704140828,301.150434047723,74.2613613897627,"AS",9,"NF","medium","Banane","braun","Bueroklammer","braun","Birne","gruen","Avokado","gruen","banana","brown",27.6435643564356,28.3332257811975,22,74.2613613897627
"CG_12","CG",515.708923587502,519.307966478444,"NF","",12,0.424604920984197,517.006998068872,69.8245792992351,"CG",12,"NF","atypical","Gurke","rot","Bueroklammer","rot","Avokado","gruen","Waescheklammer","gruen","cucumber","red",0.831683168316832,3.4498385670367,0,69.8245792992351
"CG_13","CG",536.556360039271,540.391968868479,"NF","",13,0.301460292058412,537.414941011443,69.7583496162849,"CG",13,"NF","medium","Tomate","gruen","Sonnenbrille","gruen","Waescheklammer","rot","Bueroklammer","rot","tomato","green",25.990099009901,28.5105226362145,18,69.7583496162849
"CG_18","CG",666.426263733062,670.610564274016,"NF","",18,0.670534106821364,669.078803923957,69.6716770595084,"CG",18,"AF",NA,"Gurke","rot","Gurke","braun","Birne","orange","Bueroklammer","orange","cucumber","red",0.831683168316832,3.4498385670367,0,69.6716770595084
"CG_2","CG",306.295431189424,310.378624096489,"NF","",2,0.200460092018404,306.751206672949,70.1456113135119,"CG",2,"NF","medium","Banane","braun","Waescheklammer","braun","Aubergine","gelb","Sonnenbrille","rot","banana","brown",27.6435643564356,28.3332257811975,22,70.1456113135119
"CG_20","CG",710.450397467326,715.177179351647,"NF","",20,0.20748149629926,711.014888122445,70.2958909029145,"CG",20,"AF",NA,"Moehre","gruen","Moehre","orange","Sonnenbrille","rot","Socken","braun","carrots","green",3.99009900990099,13.9165333682674,0,70.2958909029145
"CG_22","CG",753.596657576939,757.37523133062,"NF","",22,0.510302060412082,755.319276017555,70.2653646870421,"CG",22,"AF",NA,"Sonnenbrille","gelb","Sonnenbrille","rot","Socken","orange","Aubergine","gruen","suglasses","yellow",53.7524752475247,23.2113790803537,56,70.2653646870421
"CG_24","CG",797.035189438842,801.600587984456,"NF","",24,0.472854570914183,798.926555789706,71.1556066738794,"CG",24,"ANF",NA,"Tomate","gruen","Erdbeere","rot","Waescheklammer","gelb","Avokado","gelb","tomato","green",25.990099009901,28.5105226362145,18,71.1556066738794
"CG_26","CG",842.436901834478,847.328955812657,"NF","",26,0.480056011202241,844.502740191737,70.5284905899102,"CG",26,"ANF",NA,"Bohnen","gruen","Kartoffeln","orange","Sonnenbrille","rot","Socken","braun","beans","green",96.8118811881188,7.0650022948151,100,70.5284905899102
"CG_29","CG",909.271447571628,913.586021410093,"NF","",29,0.186597319463893,909.686592603894,71.4798946932611,"CG",29,"AF",NA,"Waescheklammer","orange","Waescheklammer","gelb","Aubergine","gruen","Bueroklammer","rot","clothes.peg","orange",65.5544554455445,25.6999903686849,67,71.4798946932611
"CG_31","CG",952.987397184513,957.500297535607,"NF","",31,0.665493098619724,955.822968299294,70.3188694373638,"CG",31,"ANF",NA,"Erbsen","gelb","Erdbeere","rot","Socken","orange","Aubergine","gruen","peas","yellow",34.5742574257426,33.0633774846592,27,70.3188694373638
"CG_32","CG",974.98602186527,978.99662467621,"NF","",32,0.201720344068814,975.439310640662,69.5826959990123,"CG",32,"NF","atypical","Paprika","braun","Bueroklammer","braun","Aubergine","gruen","Socken","orange","pepper","brown",7.77227722772277,16.4407306334717,0,69.5826959990123
"CG_36","CG",1062.34414409514,1066.59066471849,"NF","",36,0.189657931586317,1062.76718215684,69.273151033847,"CG",36,"ANF",NA,"Kartoffeln","orange","Walnuss","braun","Avokado","gelb","Waescheklammer","gelb","potatoes","orange",38.8514851485149,33.053709667332,31,69.273151033847
"CG_39","CG",1126.83819381911,1130.99656932573,"NF","",39,0.164272854570914,1127.13516122376,70.437992259991,"CG",39,"AF",NA,"Bueroklammer","rot","Bueroklammer","braun","Waescheklammer","gelb","Avokado","gelb","paper.clip","red",58.8217821782178,28.5402859269503,62,70.437992259991
"CG_42","CG",1191.4507260408,1196.21023828096,"NF","",42,0.185517103420684,1191.90297015243,71.5163881664779,"CG",42,"ANF",NA,"Zitrone","gelb","Aprikose","rot","Bueroklammer","orange","Birne","orange","lemon","yellow",99.6039603960396,2.37940836310538,100,71.5163881664779
"CG_43","CG",1213.81241790689,1218.03171724419,"NF","",43,0.197759551910382,1214.27072547644,73.2824533401126,"CG",43,"NF","typical","Mandarine","orange","Socken","orange","Waescheklammer","gelb","Avokado","gelb","mandarine","orange",98.7029702970297,4.73190142428061,100,73.2824533401126
"CG_46","CG",1277.55221758848,1281.48050841542,"NF","",46,0.209641928385677,1278.03077912351,72.0920662719476,"CG",46,"ANF",NA,"Banane","braun","Bohnen","gruen","Waescheklammer","orange","Sonnenbrille","rot","banana","brown",27.6435643564356,28.3332257811975,22,72.0920662719476
"CG_47","CG",1298.50979653459,1302.55928689702,"NF","",47,0.49499899979996,1300.28706835999,70.2924914389917,"CG",47,"NF","atypical","Gurke","rot","Bueroklammer","rot","Avokado","gruen","Waescheklammer","gruen","cucumber","red",0.831683168316832,3.4498385670367,0,70.2924914389917
"CG_5","CG",369.683778199188,373.796136769875,"NF","",5,0.433426685337067,371.207300518234,68.2442226266716,"CG",5,"NF","typical","Walnuss","braun","Sonnenbrille","braun","Birne","orange","Waescheklammer","orange","walnut","brown",97.4554455445545,11.250355329922,100,68.2442226266716
"CG_51","CG",1381.91896887877,1386.11201911881,"NF","",51,0.173814762952591,1382.26286777824,69.016374166063,"CG",51,"ANF",NA,"Mandarine","orange","Erbsen","gelb","Aubergine","gruen","Bueroklammer","rot","mandarine","orange",98.7029702970297,4.73190142428061,100,69.016374166063
"CG_53","CG",1423.55920365753,1427.54906643003,"NF","",53,0.424784956991398,1424.99903411194,69.9137835661024,"CG",53,"AF",NA,"Gurke","rot","Gurke","braun","Birne","orange","Bueroklammer","orange","cucumber","red",0.831683168316832,3.4498385670367,0,69.9137835661024
"CG_55","CG",1467.85097434777,1472.00481296195,"NF","",55,0.182276455291058,1468.23071114446,70.4103059970756,"CG",55,"AF",NA,"Moehre","gruen","Moehre","orange","Sonnenbrille","rot","Socken","braun","carrots","green",3.99009900990099,13.9165333682674,0,70.4103059970756
"CG_57","CG",1509.65753214206,1513.99154974435,"NF","",57,0.371854370874175,1510.96666728498,69.4196449269786,"CG",57,"AF",NA,"Sonnenbrille","gelb","Sonnenbrille","rot","Socken","orange","Aubergine","gruen","suglasses","yellow",53.7524752475247,23.2113790803537,56,69.4196449269786
"CG_59","CG",1552.79285179649,1556.93437601939,"NF","",59,0.264732946589318,1553.55090233939,69.0794608571145,"CG",59,"ANF",NA,"Tomate","gruen","Erdbeere","rot","Waescheklammer","gelb","Avokado","gelb","tomato","green",25.990099009901,28.5105226362145,18,69.0794608571145
"CG_61","CG",1596.33462416606,1600.82613635147,"NF","",61,0.188217643528706,1596.77488041148,70.912475404557,"CG",61,"ANF",NA,"Bohnen","gruen","Kartoffeln","orange","Sonnenbrille","rot","Socken","braun","beans","green",96.8118811881188,7.0650022948151,100,70.912475404557
"CG_64","CG",1659.62098183245,1663.61343710836,"NF","",64,0.44494898979796,1661.15119673716,69.1884209163911,"CG",64,"AF",NA,"Waescheklammer","orange","Waescheklammer","gelb","Aubergine","gruen","Bueroklammer","rot","clothes.peg","orange",65.5544554455445,25.6999903686849,67,69.1884209163911
"CG_66","CG",1703.68169565484,1707.65794778435,"NF","",66,0.188037607521504,1704.07065090416,70.1015534423688,"CG",66,"ANF",NA,"Erbsen","gelb","Erdbeere","rot","Socken","orange","Aubergine","gruen","peas","yellow",34.5742574257426,33.0633774846592,27,70.1015534423688
"CG_8","CG",431.714137091336,436.365088250241,"NF","",8,0.452330466093219,433.534883524218,69.6650993424017,"CG",8,"NF","typical","Mandarine","orange","Socken","orange","Waescheklammer","gelb","Avokado","gelb","mandarine","orange",98.7029702970297,4.73190142428061,100,69.6650993424017
"CG_9","CG",452.751318813297,456.717849065875,"NF","",9,0.419383876775355,454.158925268203,69.9398670570108,"CG",9,"NF","typical","Zitrone","gelb","Waescheklammer","gelb","Sonnenbrille","rot","Socken","braun","lemon","yellow",99.6039603960396,2.37940836310538,100,69.9398670570108
"CH_11","CH",410.494781564261,413.342214501569,"NF","",11,0.377615523104621,411.373105546923,77.3195691693273,"CH",11,"NF","atypical","Kirsche","gelb","Socken","gelb","Waescheklammer","gruen","Birne","rot","cherry","yellow",1.38613861386139,3.98489723086983,0,77.3195691693273
"CH_14","CH",458.931944065417,461.706498850662,"NF","",14,0.147169433886777,459.077359819315,79.1733857113417,"CH",14,"NF","medium","Tomate","gruen","Sonnenbrille","gruen","Waescheklammer","orange","Socken","gelb","tomato","green",25.990099009901,28.5105226362145,18,79.1733857113417
"CH_18","CH",520.782948761102,523.759142702251,"NF","",18,0.629305861172234,522.533300868919,78.4555850028726,"CH",18,"NF","atypical","Moehre","gruen","Bueroklammer","gruen","Waescheklammer","rot","Zucchini","braun","carrots","green",3.99009900990099,13.9165333682674,0,78.4555850028726
"CH_2","CH",264.662103973441,268.053098463879,"NF","",2,0.683676735347069,266.861264633173,78.5897062651482,"CH",2,"NF","atypical","Gurke","rot","Waescheklammer","rot","Socken","gelb","Sonnenbrille","braun","cucumber","red",0.831683168316832,3.4498385670367,0,78.5897062651482
"CH_21","CH",568.755914831047,571.529893504418,"NF","",21,0.157431486297259,568.932930073456,77.6732368118802,"CH",21,"NF","atypical","Paprika","braun","Bueroklammer","braun","Zucchini","gelb","Waescheklammer","gruen","pepper","brown",7.77227722772277,16.4407306334717,0,77.6732368118802
"CH_22","CH",584.264962885635,587.095112466722,"NF","",22,0.159771954390878,584.452922409724,77.1984835445213,"CH",22,"NF","typical","Mandarine","orange","Waescheklammer","orange","Avokado","gruen","Socken","braun","mandarine","orange",98.7029702970297,4.73190142428061,100,77.1984835445213
"CH_27","CH",664.021677745318,666.819277005524,"NF","",27,0.156531306261252,664.197402123735,77.5383568811615,"CH",27,"NF","medium","Erbsen","gelb","Sonnenbrille","gelb","Waescheklammer","braun","Avokado","gruen","peas","yellow",34.5742574257426,33.0633774846592,27,77.5383568811615
"CH_29","CH",694.59806442161,697.874124593183,"NF","",29,0.183356671334267,694.901488278269,75.5443580119182,"CH",29,"NF","medium","Kartoffeln","orange","Bueroklammer","orange","Socken","braun","Waescheklammer","braun","potatoes","orange",38.8514851485149,33.053709667332,31,75.5443580119182
"CH_31","CH",725.557362540463,728.436769686778,"NF","",31,0.795119023804761,727.781285523444,77.4838042453163,"CH",31,"NF","typical","Zitrone","gelb","Waescheklammer","gelb","Avokado","rot","Zucchini","rot","lemon","yellow",99.6039603960396,2.37940836310538,100,77.4838042453163
"CH_33","CH",756.40961901082,759.226806074742,"NF","",33,0.149689937987598,756.565158844715,77.0174504504357,"CH",33,"NF","typical","Erdbeere","rot","Bueroklammer","rot","Zucchini","braun","Birne","gruen","strawberry","red",99.3564356435644,2.71508437591115,100,77.0174504504357
"CH_35","CH",786.816725320981,789.446676025849,"NF","",35,0.145369073814763,786.949301351713,78.5805355713976,"CH",35,"NF","medium","Banane","braun","Sonnenbrille","braun","Zucchini","rot","Avokado","rot","banana","brown",27.6435643564356,28.3332257811975,22,78.5805355713976
"CH_37","CH",816.52634447013,819.102716770715,"NF","",37,0.149869973994799,816.669104047498,78.5258113196246,"CH",37,"NF","atypical","Gurke","rot","Waescheklammer","rot","Socken","gelb","Sonnenbrille","braun","cucumber","red",0.831683168316832,3.4498385670367,0,78.5258113196246
"CH_39","CH",846.029392933272,848.953160693887,"NF","",39,0.146629325865173,846.180874399565,76.6696241939542,"CH",39,"NF","typical","Bohnen","gruen","Socken","gruen","Sonnenbrille","orange","Sonnenbrille","rot","beans","green",96.8118811881188,7.0650022948151,100,76.6696241939542
"CH_4","CH",297.490620224151,300.901202518306,"NF","",4,0.622104420884177,299.469153661449,79.9139433897412,"CH",4,"NF","typical","Bohnen","gruen","Socken","gruen","Sonnenbrille","orange","Sonnenbrille","rot","beans","green",96.8118811881188,7.0650022948151,100,79.9139433897412
